,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,GOBERNADOR PROVINCIAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
0,131/1911,FRENTE NOS,,2,2,,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,7.0,7,7,7.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,127.0,129,123,91.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,131.0,132,133,163.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,13.0,13,12,14.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,0.0,0,0,0.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,20.0,15,21,23.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,298.0,298,298,298.0,133,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,1,2,,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,6.0,5,6,3.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,140.0,145,138,107.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,112.0,115,114,151.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,18.0,13,16,18.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,3.0,4,4,4.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,16.0,12,15,12.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,295.0,295,295,295.0,134,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,2,3,,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,7.0,7,7,2.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,120.0,126,120,94.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,145.0,147,148,176.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,14.0,11,11,5.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,2.0,2,2,2.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,13.0,6,10,22.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,301.0,301,301,301.0,135,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,4,4,,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,8.0,8,9,9.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,124.0,130,123,99.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,139.0,137,139,173.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,23.0,18,17,14.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,2.0,2,2,2.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,1.0,1,1,1.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,9.0,6,11,8.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,306.0,306,306,306.0,136,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,3,4,,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,7.0,4,6,3.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,118.0,121,116,75.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,150.0,154,152,195.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,17.0,15,17,12.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,1.0,1,1,3.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,14.0,9,11,19.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,307.0,307,307,307.0,137,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,2,1,,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,6.0,6,6,5.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,127.0,129,125,95.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,142.0,143,144,182.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,23.0,23,23,15.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,0.0,0,0,0.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,9.0,4,8,10.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,307.0,307,307,307.0,138,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,2,3,,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,11.0,9,10,5.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,143.0,137,136,102.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,126.0,125,126,161.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,14.0,12,12,15.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,3.0,4,1,1.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,5.0,13,14,18.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,302.0,302,302,302.0,139,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,3,4,,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,5.0,5,5,4.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,109.0,111,104,85.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,146.0,147,147,174.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,17.0,13,14,11.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,1.0,1,1,1.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,11.0,9,14,14.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,289.0,289,289,289.0,140,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,3,5,,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,12.0,11,11,9.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,100.0,103,94,70.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,149.0,151,152,186.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,20.0,20,20,16.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,0.0,1,0,2.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,10.0,2,9,8.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,291.0,291,291,291.0,141,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,1,2,,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,9.0,8,9,6.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,138.0,143,132,97.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,121.0,120,123,172.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,17.0,15,15,7.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,0.0,0,0,0.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,11.0,9,15,14.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,296.0,296,296,296.0,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,1,1,,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,7.0,7,7,7.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,119.0,126,118,79.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,127.0,126,127,174.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,19.0,14,15,10.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,2.0,2,2,2.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,16.0,14,20,18.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,290.0,290,290,290.0,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,3,3,,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,9.0,7,8,5.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,127.0,130,126,84.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,138.0,138,139,186.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,10.0,9,9,3.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,1.0,1,1,3.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,1.0,1,1,1.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,7.0,4,6,11.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,293.0,293,293,293.0,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,1,1,,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,7.0,7,7,5.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,116.0,119,115,82.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,122.0,123,122,172.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,14.0,13,13,8.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,1.0,1,1,3.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,22.0,18,23,12.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,282.0,282,282,282.0,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,1,2,,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,9.0,9,9,5.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,126.0,129,126,97.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,147.0,147,147,187.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,16.0,15,16,10.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,7.0,7,7,7.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,7.0,4,5,6.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,312.0,312,312,312.0,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,4,4,,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,12.0,12,12,7.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,117.0,120,115,82.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,130.0,133,132,183.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,18.0,16,15,9.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,9.0,9,9,9.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,15.0,7,14,11.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,301.0,301,301,301.0,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,0,0,,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,12.0,11,11,10.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,126.0,128,124,78.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,115.0,117,119,171.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,15.0,10,10,11.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,1.0,1,1,3.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,19.0,21,23,15.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,288.0,288,288,288.0,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,2,1,,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,8.0,6,8,5.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,135,JUNTOS POR EL CAMBIO,81.0,88,80,56.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
3,136/503,FRENTE DE TODOS,74.0,70,74,103.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
4,137,CONSENSO FEDERAL,10.0,11,11,9.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
5,,VOTOS NULOS,0.0,0,0,1.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
8,,VOTOS EN BLANCO,9.0,5,8,8.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
9,,TOTALES,182.0,182,182,182.0,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,131/1911,FRENTE NOS,,2,2,,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,5.0,5,5,3.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
2,135,JUNTOS POR EL CAMBIO,96.0,98,95,64.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
3,136/503,FRENTE DE TODOS,142.0,138,139,179.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
4,137,CONSENSO FEDERAL,9.0,10,9,6.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
5,,VOTOS NULOS,0.0,0,0,0.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
8,,VOTOS EN BLANCO,21.0,20,23,21.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
9,,TOTALES,273.0,273,273,273.0,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,131/1911,FRENTE NOS,,1,1,,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,7.0,7,7,4.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
2,135,JUNTOS POR EL CAMBIO,97.0,101,97,67.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
3,136/503,FRENTE DE TODOS,162.0,158,160,205.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
4,137,CONSENSO FEDERAL,14.0,13,13,10.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
5,,VOTOS NULOS,1.0,1,1,0.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
8,,VOTOS EN BLANCO,23.0,23,25,18.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
9,,TOTALES,304.0,304,304,304.0,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,131/1911,FRENTE NOS,,7,7,,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,5.0,3,3,2.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
2,135,JUNTOS POR EL CAMBIO,108.0,111,105,82.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
3,136/503,FRENTE DE TODOS,146.0,149,150,183.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
4,137,CONSENSO FEDERAL,16.0,14,14,11.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
5,,VOTOS NULOS,0.0,0,1,0.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
6,,VOTOS RECURRIDOS,0.0,0,1,0.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
8,,VOTOS EN BLANCO,27.0,18,21,24.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
9,,TOTALES,302.0,302,302,302.0,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,131/1911,FRENTE NOS,,2,2,,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,8.0,7,7,6.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
2,135,JUNTOS POR EL CAMBIO,82.0,83,83,57.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
3,136/503,FRENTE DE TODOS,178.0,180,180,204.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
4,137,CONSENSO FEDERAL,22.0,20,21,12.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
5,,VOTOS NULOS,3.0,3,3,4.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
8,,VOTOS EN BLANCO,15.0,13,12,25.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
9,,TOTALES,308.0,308,308,308.0,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,131/1911,FRENTE NOS,,5,5,,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,12.0,12,13,11.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
2,135,JUNTOS POR EL CAMBIO,83.0,82,83,62.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
3,136/503,FRENTE DE TODOS,166.0,168,167,190.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
4,137,CONSENSO FEDERAL,5.0,4,5,4.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
5,,VOTOS NULOS,2.0,2,2,2.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
6,,VOTOS RECURRIDOS,0.0,0,0,0.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
7,,VOTOS IMPUGNADOS,0.0,0,0,0.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
8,,VOTOS EN BLANCO,14.0,9,7,13.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
9,,TOTALES,282.0,282,282,282.0,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,131/1911,FRENTE NOS,,4,3,,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
