,NRO,AGRUPACION POLITICA,PRESIDENTE Y VICE,DIPUTADO NACIONAL,GOBERNADOR PROVINCIAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
45,207,PARTIDO HUMANISTA,,,,,,92,ELECCIONES PASO 11/08/2019,640
46,207,LISTA A-NARANJA,,1.0,,,,92,ELECCIONES PASO 11/08/2019,640
47,,TOTAL PARTIDO HUMANISTA,,1.0,,,,92,ELECCIONES PASO 11/08/2019,640
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,92,ELECCIONES PASO 11/08/2019,640
49,244,LISTA LEALTAD,,,,0.0,,92,ELECCIONES PASO 11/08/2019,640
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,92,ELECCIONES PASO 11/08/2019,640
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,92,ELECCIONES PASO 11/08/2019,640
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,92,ELECCIONES PASO 11/08/2019,640
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,92,ELECCIONES PASO 11/08/2019,640
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,92,ELECCIONES PASO 11/08/2019,640
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,92,ELECCIONES PASO 11/08/2019,640
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,92,ELECCIONES PASO 11/08/2019,640
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,92,ELECCIONES PASO 11/08/2019,640
58,315,MORAL Y PROGRESO,,,,,,92,ELECCIONES PASO 11/08/2019,640
59,315,LISTA ESPERANZA,,0.0,,,,92,ELECCIONES PASO 11/08/2019,640
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,92,ELECCIONES PASO 11/08/2019,640
61,,VOTOS NULOS,4.0,4.0,4.0,4.0,4.0,92,ELECCIONES PASO 11/08/2019,640
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,92,ELECCIONES PASO 11/08/2019,640
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,92,ELECCIONES PASO 11/08/2019,640
64,,VOTOS EN BLANCO,8.0,18.0,11.0,20.0,16.0,92,ELECCIONES PASO 11/08/2019,640
65,,TOTALES,283.0,283.0,283.0,283.0,283.0,92,ELECCIONES PASO 11/08/2019,640
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,93,ELECCIONES PASO 11/08/2019,640
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,1.0,,,,,93,ELECCIONES PASO 11/08/2019,640
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,1.0,,,,,93,ELECCIONES PASO 11/08/2019,640
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,93,ELECCIONES PASO 11/08/2019,640
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,3.0,1.0,1.0,,93,ELECCIONES PASO 11/08/2019,640
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,3.0,1.0,1.0,,93,ELECCIONES PASO 11/08/2019,640
6,36,PARTIDO AUTONOMISTA,,,,,,93,ELECCIONES PASO 11/08/2019,640
7,36,VALORES Y EXPERIENCIA,0.0,,,,,93,ELECCIONES PASO 11/08/2019,640
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,93,ELECCIONES PASO 11/08/2019,640
9,57,MOVIMIENTO ACCION VECINAL,,,,,,93,ELECCIONES PASO 11/08/2019,640
10,57,COMPROMISO VECINAL-A,0.0,,,,,93,ELECCIONES PASO 11/08/2019,640
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,93,ELECCIONES PASO 11/08/2019,640
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,93,ELECCIONES PASO 11/08/2019,640
13,79,SOMOS RENOVADORES,,0.0,,0.0,,93,ELECCIONES PASO 11/08/2019,640
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,93,ELECCIONES PASO 11/08/2019,640
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,93,ELECCIONES PASO 11/08/2019,640
16,87,LISTA A-DESPERTAR,4.0,,,,,93,ELECCIONES PASO 11/08/2019,640
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,4.0,,,,,93,ELECCIONES PASO 11/08/2019,640
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,93,ELECCIONES PASO 11/08/2019,640
19,88/816,LISTA 1A-POR LA VIDA,,1.0,1.0,1.0,1.0,93,ELECCIONES PASO 11/08/2019,640
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,1.0,1.0,1.0,1.0,93,ELECCIONES PASO 11/08/2019,640
21,131/1911,FRENTE NOS,,,,,,93,ELECCIONES PASO 11/08/2019,640
22,131/1911,LISTA A-CELESTE 2019,4.0,,,,,93,ELECCIONES PASO 11/08/2019,640
23,131/1911,LINEA UNICA,,,3.0,3.0,,93,ELECCIONES PASO 11/08/2019,640
24,,TOTAL FRENTE NOS,4.0,,3.0,3.0,,93,ELECCIONES PASO 11/08/2019,640
25,132,FRENTE PATRIOTA,,,,,,93,ELECCIONES PASO 11/08/2019,640
26,132/,LISTA A-CELESTE,0.0,,,,,93,ELECCIONES PASO 11/08/2019,640
27,312/,LISTA CELESTE,,0.0,,,,93,ELECCIONES PASO 11/08/2019,640
28,865,LISTA LEALTAD,,,0.0,0.0,,93,ELECCIONES PASO 11/08/2019,640
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,93,ELECCIONES PASO 11/08/2019,640
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,93,ELECCIONES PASO 11/08/2019,640
31,133,LISTA-UNIDAD,7.0,7.0,7.0,7.0,8.0,93,ELECCIONES PASO 11/08/2019,640
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,7.0,7.0,7.0,7.0,8.0,93,ELECCIONES PASO 11/08/2019,640
33,135,JUNTOS POR EL CAMBIO,,,,,,93,ELECCIONES PASO 11/08/2019,640
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,94.0,95.0,,,,93,ELECCIONES PASO 11/08/2019,640
35,135,LISTA 1A-AMARILLO,,,102.0,97.0,72.0,93,ELECCIONES PASO 11/08/2019,640
36,,TOTAL JUNTOS POR EL CAMBIO,94.0,95.0,102.0,97.0,72.0,93,ELECCIONES PASO 11/08/2019,640
37,136/503,FRENTE DE TODOS,,,,,,93,ELECCIONES PASO 11/08/2019,640
38,136/503,LISTA A CELESTE Y BLANCA,137.0,137.0,,,,93,ELECCIONES PASO 11/08/2019,640
39,136/503,LISTA CELESTE Y BLANCA-2,,,140.0,138.0,178.0,93,ELECCIONES PASO 11/08/2019,640
40,,TOTAL FRENTE DE TODOS,137.0,137.0,140.0,138.0,178.0,93,ELECCIONES PASO 11/08/2019,640
41,137,CONSENSO FEDERAL,,,,,,93,ELECCIONES PASO 11/08/2019,640
42,137,A-CONSENSO PARA EL FUTURO,17.0,13.0,,,,93,ELECCIONES PASO 11/08/2019,640
43,137,HAY CONSENSO,,,9.0,9.0,4.0,93,ELECCIONES PASO 11/08/2019,640
44,,TOTAL CONSENSO FEDERAL,17.0,13.0,9.0,9.0,4.0,93,ELECCIONES PASO 11/08/2019,640
45,207,PARTIDO HUMANISTA,,,,,,93,ELECCIONES PASO 11/08/2019,640
46,207,LISTA A-NARANJA,,0.0,,,,93,ELECCIONES PASO 11/08/2019,640
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,93,ELECCIONES PASO 11/08/2019,640
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,93,ELECCIONES PASO 11/08/2019,640
49,244,LISTA LEALTAD,,,,0.0,,93,ELECCIONES PASO 11/08/2019,640
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,93,ELECCIONES PASO 11/08/2019,640
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,93,ELECCIONES PASO 11/08/2019,640
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,93,ELECCIONES PASO 11/08/2019,640
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,93,ELECCIONES PASO 11/08/2019,640
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,93,ELECCIONES PASO 11/08/2019,640
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,93,ELECCIONES PASO 11/08/2019,640
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,93,ELECCIONES PASO 11/08/2019,640
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,93,ELECCIONES PASO 11/08/2019,640
58,315,MORAL Y PROGRESO,,,,,,93,ELECCIONES PASO 11/08/2019,640
59,315,LISTA ESPERANZA,,1.0,,,,93,ELECCIONES PASO 11/08/2019,640
60,,TOTAL MORAL Y PROGRESO,,1.0,,,,93,ELECCIONES PASO 11/08/2019,640
61,,VOTOS NULOS,1.0,0.0,0.0,1.0,0.0,93,ELECCIONES PASO 11/08/2019,640
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,93,ELECCIONES PASO 11/08/2019,640
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,93,ELECCIONES PASO 11/08/2019,640
64,,VOTOS EN BLANCO,11.0,19.0,13.0,19.0,13.0,93,ELECCIONES PASO 11/08/2019,640
65,,TOTALES,276.0,276.0,276.0,276.0,276.0,93,ELECCIONES PASO 11/08/2019,640
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,94,ELECCIONES PASO 11/08/2019,640
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,1.0,,,,,94,ELECCIONES PASO 11/08/2019,640
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,1.0,,,,,94,ELECCIONES PASO 11/08/2019,640
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,94,ELECCIONES PASO 11/08/2019,640
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,1.0,1.0,1.0,,94,ELECCIONES PASO 11/08/2019,640
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,1.0,1.0,1.0,,94,ELECCIONES PASO 11/08/2019,640
6,36,PARTIDO AUTONOMISTA,,,,,,94,ELECCIONES PASO 11/08/2019,640
7,36,VALORES Y EXPERIENCIA,0.0,,,,,94,ELECCIONES PASO 11/08/2019,640
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,94,ELECCIONES PASO 11/08/2019,640
9,57,MOVIMIENTO ACCION VECINAL,,,,,,94,ELECCIONES PASO 11/08/2019,640
10,57,COMPROMISO VECINAL-A,0.0,,,,,94,ELECCIONES PASO 11/08/2019,640
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,94,ELECCIONES PASO 11/08/2019,640
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,94,ELECCIONES PASO 11/08/2019,640
13,79,SOMOS RENOVADORES,,0.0,,0.0,,94,ELECCIONES PASO 11/08/2019,640
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,94,ELECCIONES PASO 11/08/2019,640
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,94,ELECCIONES PASO 11/08/2019,640
16,87,LISTA A-DESPERTAR,4.0,,,,,94,ELECCIONES PASO 11/08/2019,640
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,4.0,,,,,94,ELECCIONES PASO 11/08/2019,640
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,94,ELECCIONES PASO 11/08/2019,640
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,94,ELECCIONES PASO 11/08/2019,640
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,94,ELECCIONES PASO 11/08/2019,640
21,131/1911,FRENTE NOS,,,,,,94,ELECCIONES PASO 11/08/2019,640
22,131/1911,LISTA A-CELESTE 2019,2.0,,,,,94,ELECCIONES PASO 11/08/2019,640
23,131/1911,LINEA UNICA,,,2.0,2.0,,94,ELECCIONES PASO 11/08/2019,640
24,,TOTAL FRENTE NOS,2.0,,2.0,2.0,,94,ELECCIONES PASO 11/08/2019,640
25,132,FRENTE PATRIOTA,,,,,,94,ELECCIONES PASO 11/08/2019,640
26,132/,LISTA A-CELESTE,0.0,,,,,94,ELECCIONES PASO 11/08/2019,640
27,312/,LISTA CELESTE,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
28,865,LISTA LEALTAD,,,0.0,0.0,,94,ELECCIONES PASO 11/08/2019,640
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,94,ELECCIONES PASO 11/08/2019,640
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,94,ELECCIONES PASO 11/08/2019,640
31,133,LISTA-UNIDAD,11.0,13.0,12.0,12.0,8.0,94,ELECCIONES PASO 11/08/2019,640
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,11.0,13.0,12.0,12.0,8.0,94,ELECCIONES PASO 11/08/2019,640
33,135,JUNTOS POR EL CAMBIO,,,,,,94,ELECCIONES PASO 11/08/2019,640
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,118.0,117.0,,,,94,ELECCIONES PASO 11/08/2019,640
35,135,LISTA 1A-AMARILLO,,,120.0,115.0,79.0,94,ELECCIONES PASO 11/08/2019,640
36,,TOTAL JUNTOS POR EL CAMBIO,118.0,117.0,120.0,115.0,79.0,94,ELECCIONES PASO 11/08/2019,640
37,136/503,FRENTE DE TODOS,,,,,,94,ELECCIONES PASO 11/08/2019,640
38,136/503,LISTA A CELESTE Y BLANCA,125.0,125.0,,,,94,ELECCIONES PASO 11/08/2019,640
39,136/503,LISTA CELESTE Y BLANCA-2,,,126.0,130.0,172.0,94,ELECCIONES PASO 11/08/2019,640
40,,TOTAL FRENTE DE TODOS,125.0,125.0,126.0,130.0,172.0,94,ELECCIONES PASO 11/08/2019,640
41,137,CONSENSO FEDERAL,,,,,,94,ELECCIONES PASO 11/08/2019,640
42,137,A-CONSENSO PARA EL FUTURO,21.0,16.0,,,,94,ELECCIONES PASO 11/08/2019,640
43,137,HAY CONSENSO,,,17.0,15.0,13.0,94,ELECCIONES PASO 11/08/2019,640
44,,TOTAL CONSENSO FEDERAL,21.0,16.0,17.0,15.0,13.0,94,ELECCIONES PASO 11/08/2019,640
45,207,PARTIDO HUMANISTA,,,,,,94,ELECCIONES PASO 11/08/2019,640
46,207,LISTA A-NARANJA,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,94,ELECCIONES PASO 11/08/2019,640
49,244,LISTA LEALTAD,,,,0.0,,94,ELECCIONES PASO 11/08/2019,640
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,94,ELECCIONES PASO 11/08/2019,640
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,94,ELECCIONES PASO 11/08/2019,640
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,94,ELECCIONES PASO 11/08/2019,640
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,94,ELECCIONES PASO 11/08/2019,640
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,94,ELECCIONES PASO 11/08/2019,640
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
58,315,MORAL Y PROGRESO,,,,,,94,ELECCIONES PASO 11/08/2019,640
59,315,LISTA ESPERANZA,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,94,ELECCIONES PASO 11/08/2019,640
61,,VOTOS NULOS,1.0,1.0,1.0,1.0,1.0,94,ELECCIONES PASO 11/08/2019,640
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,94,ELECCIONES PASO 11/08/2019,640
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,94,ELECCIONES PASO 11/08/2019,640
64,,VOTOS EN BLANCO,8.0,18.0,12.0,15.0,18.0,94,ELECCIONES PASO 11/08/2019,640
65,,TOTALES,291.0,291.0,291.0,291.0,291.0,94,ELECCIONES PASO 11/08/2019,640
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,95,ELECCIONES PASO 11/08/2019,640
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,3.0,,,,,95,ELECCIONES PASO 11/08/2019,640
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,3.0,,,,,95,ELECCIONES PASO 11/08/2019,640
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,95,ELECCIONES PASO 11/08/2019,640
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,3.0,2.0,0.0,,95,ELECCIONES PASO 11/08/2019,640
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,3.0,2.0,0.0,,95,ELECCIONES PASO 11/08/2019,640
6,36,PARTIDO AUTONOMISTA,,,,,,95,ELECCIONES PASO 11/08/2019,640
7,36,VALORES Y EXPERIENCIA,0.0,,,,,95,ELECCIONES PASO 11/08/2019,640
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,95,ELECCIONES PASO 11/08/2019,640
9,57,MOVIMIENTO ACCION VECINAL,,,,,,95,ELECCIONES PASO 11/08/2019,640
10,57,COMPROMISO VECINAL-A,0.0,,,,,95,ELECCIONES PASO 11/08/2019,640
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,95,ELECCIONES PASO 11/08/2019,640
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,95,ELECCIONES PASO 11/08/2019,640
13,79,SOMOS RENOVADORES,,0.0,,0.0,,95,ELECCIONES PASO 11/08/2019,640
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,95,ELECCIONES PASO 11/08/2019,640
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,95,ELECCIONES PASO 11/08/2019,640
16,87,LISTA A-DESPERTAR,2.0,,,,,95,ELECCIONES PASO 11/08/2019,640
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,2.0,,,,,95,ELECCIONES PASO 11/08/2019,640
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,95,ELECCIONES PASO 11/08/2019,640
19,88/816,LISTA 1A-POR LA VIDA,,1.0,1.0,1.0,1.0,95,ELECCIONES PASO 11/08/2019,640
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,1.0,1.0,1.0,1.0,95,ELECCIONES PASO 11/08/2019,640
21,131/1911,FRENTE NOS,,,,,,95,ELECCIONES PASO 11/08/2019,640
22,131/1911,LISTA A-CELESTE 2019,3.0,,,,,95,ELECCIONES PASO 11/08/2019,640
23,131/1911,LINEA UNICA,,,3.0,2.0,,95,ELECCIONES PASO 11/08/2019,640
24,,TOTAL FRENTE NOS,3.0,,3.0,2.0,,95,ELECCIONES PASO 11/08/2019,640
25,132,FRENTE PATRIOTA,,,,,,95,ELECCIONES PASO 11/08/2019,640
26,132/,LISTA A-CELESTE,1.0,,,,,95,ELECCIONES PASO 11/08/2019,640
27,312/,LISTA CELESTE,,1.0,,,,95,ELECCIONES PASO 11/08/2019,640
28,865,LISTA LEALTAD,,,1.0,1.0,,95,ELECCIONES PASO 11/08/2019,640
29,,TOTAL FRENTE PATRIOTA,1.0,1.0,1.0,1.0,,95,ELECCIONES PASO 11/08/2019,640
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,95,ELECCIONES PASO 11/08/2019,640
31,133,LISTA-UNIDAD,6.0,6.0,6.0,6.0,6.0,95,ELECCIONES PASO 11/08/2019,640
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,6.0,6.0,6.0,6.0,6.0,95,ELECCIONES PASO 11/08/2019,640
33,135,JUNTOS POR EL CAMBIO,,,,,,95,ELECCIONES PASO 11/08/2019,640
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,96.0,98.0,,,,95,ELECCIONES PASO 11/08/2019,640
35,135,LISTA 1A-AMARILLO,,,103.0,103.0,64.0,95,ELECCIONES PASO 11/08/2019,640
36,,TOTAL JUNTOS POR EL CAMBIO,96.0,98.0,103.0,103.0,64.0,95,ELECCIONES PASO 11/08/2019,640
37,136/503,FRENTE DE TODOS,,,,,,95,ELECCIONES PASO 11/08/2019,640
38,136/503,LISTA A CELESTE Y BLANCA,138.0,134.0,,,,95,ELECCIONES PASO 11/08/2019,640
39,136/503,LISTA CELESTE Y BLANCA-2,,,134.0,135.0,181.0,95,ELECCIONES PASO 11/08/2019,640
40,,TOTAL FRENTE DE TODOS,138.0,134.0,134.0,135.0,181.0,95,ELECCIONES PASO 11/08/2019,640
41,137,CONSENSO FEDERAL,,,,,,95,ELECCIONES PASO 11/08/2019,640
42,137,A-CONSENSO PARA EL FUTURO,23.0,20.0,,,,95,ELECCIONES PASO 11/08/2019,640
43,137,HAY CONSENSO,,,19.0,19.0,13.0,95,ELECCIONES PASO 11/08/2019,640
44,,TOTAL CONSENSO FEDERAL,23.0,20.0,19.0,19.0,13.0,95,ELECCIONES PASO 11/08/2019,640
45,207,PARTIDO HUMANISTA,,,,,,95,ELECCIONES PASO 11/08/2019,640
46,207,LISTA A-NARANJA,,0.0,,,,95,ELECCIONES PASO 11/08/2019,640
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,95,ELECCIONES PASO 11/08/2019,640
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,95,ELECCIONES PASO 11/08/2019,640
49,244,LISTA LEALTAD,,,,0.0,,95,ELECCIONES PASO 11/08/2019,640
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,95,ELECCIONES PASO 11/08/2019,640
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,95,ELECCIONES PASO 11/08/2019,640
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,95,ELECCIONES PASO 11/08/2019,640
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,95,ELECCIONES PASO 11/08/2019,640
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,95,ELECCIONES PASO 11/08/2019,640
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,95,ELECCIONES PASO 11/08/2019,640
56,314,LISTA A CELESTE Y BLANCO,,1.0,,,,95,ELECCIONES PASO 11/08/2019,640
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,1.0,,,,95,ELECCIONES PASO 11/08/2019,640
58,315,MORAL Y PROGRESO,,,,,,95,ELECCIONES PASO 11/08/2019,640
59,315,LISTA ESPERANZA,,1.0,,,,95,ELECCIONES PASO 11/08/2019,640
60,,TOTAL MORAL Y PROGRESO,,1.0,,,,95,ELECCIONES PASO 11/08/2019,640
61,,VOTOS NULOS,4.0,4.0,4.0,4.0,4.0,95,ELECCIONES PASO 11/08/2019,640
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,95,ELECCIONES PASO 11/08/2019,640
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,95,ELECCIONES PASO 11/08/2019,640
64,,VOTOS EN BLANCO,10.0,17.0,13.0,15.0,17.0,95,ELECCIONES PASO 11/08/2019,640
65,,TOTALES,286.0,286.0,286.0,286.0,286.0,95,ELECCIONES PASO 11/08/2019,640
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,96,ELECCIONES PASO 11/08/2019,640
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,0.0,,,,,96,ELECCIONES PASO 11/08/2019,640
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,0.0,,,,,96,ELECCIONES PASO 11/08/2019,640
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,96,ELECCIONES PASO 11/08/2019,640
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,0.0,0.0,0.0,,96,ELECCIONES PASO 11/08/2019,640
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,0.0,0.0,0.0,,96,ELECCIONES PASO 11/08/2019,640
6,36,PARTIDO AUTONOMISTA,,,,,,96,ELECCIONES PASO 11/08/2019,640
7,36,VALORES Y EXPERIENCIA,0.0,,,,,96,ELECCIONES PASO 11/08/2019,640
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,96,ELECCIONES PASO 11/08/2019,640
9,57,MOVIMIENTO ACCION VECINAL,,,,,,96,ELECCIONES PASO 11/08/2019,640
10,57,COMPROMISO VECINAL-A,0.0,,,,,96,ELECCIONES PASO 11/08/2019,640
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,96,ELECCIONES PASO 11/08/2019,640
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,96,ELECCIONES PASO 11/08/2019,640
13,79,SOMOS RENOVADORES,,0.0,,0.0,,96,ELECCIONES PASO 11/08/2019,640
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,96,ELECCIONES PASO 11/08/2019,640
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,96,ELECCIONES PASO 11/08/2019,640
16,87,LISTA A-DESPERTAR,2.0,,,,,96,ELECCIONES PASO 11/08/2019,640
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,2.0,,,,,96,ELECCIONES PASO 11/08/2019,640
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,96,ELECCIONES PASO 11/08/2019,640
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,96,ELECCIONES PASO 11/08/2019,640
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,96,ELECCIONES PASO 11/08/2019,640
21,131/1911,FRENTE NOS,,,,,,96,ELECCIONES PASO 11/08/2019,640
22,131/1911,LISTA A-CELESTE 2019,4.0,,,,,96,ELECCIONES PASO 11/08/2019,640
23,131/1911,LINEA UNICA,,,5.0,5.0,,96,ELECCIONES PASO 11/08/2019,640
24,,TOTAL FRENTE NOS,4.0,,5.0,5.0,,96,ELECCIONES PASO 11/08/2019,640
25,132,FRENTE PATRIOTA,,,,,,96,ELECCIONES PASO 11/08/2019,640
26,132/,LISTA A-CELESTE,1.0,,,,,96,ELECCIONES PASO 11/08/2019,640
27,312/,LISTA CELESTE,,1.0,,,,96,ELECCIONES PASO 11/08/2019,640
28,865,LISTA LEALTAD,,,1.0,1.0,,96,ELECCIONES PASO 11/08/2019,640
29,,TOTAL FRENTE PATRIOTA,1.0,1.0,1.0,1.0,,96,ELECCIONES PASO 11/08/2019,640
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,96,ELECCIONES PASO 11/08/2019,640
31,133,LISTA-UNIDAD,7.0,8.0,7.0,8.0,6.0,96,ELECCIONES PASO 11/08/2019,640
