,NRO,AGRUPACION POLITICA,PRESIDENTE Y VICE,PARLAMENTARIO MERCOSUR (DN),mesa,eleciones,circuito
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,123,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,102,100,123,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,9,8,123,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,80,64,123,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,10,28,123,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,0,0,123,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,1,1,123,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,123,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,298,298,123,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,104,102,124,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,4,1,124,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,124,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,103,104,124,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,1,3,124,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,75,55,124,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,5,25,124,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,1,3,124,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,124,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,124,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,295,295,124,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,103,94,125,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,6,7,125,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,0,0,125,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,89,91,125,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,11,11,125,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,79,67,125,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,3,23,125,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,3,1,125,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,125,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,125,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,294,294,125,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,122,124,126,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,10,6,126,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,0,0,126,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,99,102,126,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,6,126,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,67,59,126,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,7,13,126,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,0,0,126,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,126,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,126,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,310,310,126,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,110,105,127,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,5,4,127,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,5,4,127,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,92,91,127,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,11,11,127,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,77,65,127,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,6,26,127,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,0,0,127,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,127,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,127,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,306,306,127,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,104,105,128,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,7,5,128,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,128,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,112,107,128,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,10,12,128,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,71,52,128,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,5,28,128,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,2,2,128,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,128,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,128,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,313,313,128,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,79,80,129,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,8,8,129,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,129,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,101,94,129,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,9,10,129,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,81,71,129,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,11,26,129,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,0,0,129,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,129,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,129,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,293,293,129,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,115,116,130,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,4,6,130,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,3,2,130,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,89,89,130,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,2,3,130,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,79,76,130,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,0,0,130,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,4,4,130,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,130,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,130,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,296,296,130,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,131,129,131,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,6,4,131,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,131,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,96,95,131,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,12,12,131,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,60,55,131,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,6,15,131,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,0,1,131,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,131,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,131,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,314,314,131,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,109,118,132,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,3,4,132,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,132,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,104,95,132,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,6,132,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,69,58,132,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,12,23,132,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,3,1,132,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,132,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,132,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,307,307,132,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,111,113,133,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,7,4,133,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,133,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,98,99,133,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,10,13,133,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,68,58,133,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,8,15,133,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,3,3,133,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,133,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,133,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,308,308,133,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,114,107,134,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,3,2,134,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,134,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,102,96,134,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,6,8,134,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,72,58,134,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,7,34,134,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,3,2,134,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,134,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,134,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,310,310,134,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,127,130,135,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,7,7,135,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,0,1,135,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,78,77,135,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,4,3,135,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,74,64,135,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,10,19,135,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,3,2,135,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,135,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,135,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,303,303,135,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,108,108,136,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,4,3,136,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,4,3,136,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,87,87,136,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,14,13,136,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,70,54,136,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,6,25,136,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,7,7,136,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,136,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,136,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,300,300,136,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,98,103,137,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,4,4,137,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,1,1,137,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,103,101,137,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,10,137,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,85,68,137,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,4,13,137,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,2,2,137,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,137,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,137,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,302,302,137,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,100,98,138,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,5,5,138,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,138,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,99,100,138,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,9,9,138,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,73,52,138,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,7,29,138,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,2,2,138,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,138,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,1,1,138,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,299,299,138,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,121,120,139,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,5,5,139,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,8,7,139,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,95,95,139,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,5,5,139,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,48,36,139,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,7,21,139,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,6,6,139,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,139,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,139,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,295,295,139,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,108,108,140,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,3,3,140,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,7,6,140,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,104,100,140,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,11,11,140,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,66,53,140,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,7,26,140,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,5,4,140,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,140,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,140,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,311,311,140,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,125,121,141,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,2,2,141,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,141,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,87,88,141,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,8,8,141,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,65,52,141,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,4,21,141,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,11,10,141,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,141,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,141,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,304,304,141,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,109,109,142,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,4,3,142,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,3,2,142,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,87,87,142,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,11,11,142,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,82,63,142,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,3,24,142,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,0,0,142,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,142,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,1,1,142,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,300,300,142,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,60,58,143,ELECCIONES GENERALES 25/10/2015,642
1,132.0,ALIANZA PROGRESISTAS,4,2,143,ELECCIONES GENERALES 25/10/2015,642
2,133.0,ALIANZA COMPROMISO FEDERAL,2,2,143,ELECCIONES GENERALES 25/10/2015,642
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,63,60,143,ELECCIONES GENERALES 25/10/2015,642
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,4,6,143,ELECCIONES GENERALES 25/10/2015,642
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,39,36,143,ELECCIONES GENERALES 25/10/2015,642
6,,VOTOS EN BLANCO,4,12,143,ELECCIONES GENERALES 25/10/2015,642
7,,VOTOS NULOS,1,1,143,ELECCIONES GENERALES 25/10/2015,642
8,,VOTOS RECURRIDOS,0,0,143,ELECCIONES GENERALES 25/10/2015,642
9,,VOTOS IMPUGNADOS,0,0,143,ELECCIONES GENERALES 25/10/2015,642
10,,TOTALES,177,177,143,ELECCIONES GENERALES 25/10/2015,642
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,123,120,144,ELECCIONES GENERALES 25/10/2015,643
1,132.0,ALIANZA PROGRESISTAS,2,1,144,ELECCIONES GENERALES 25/10/2015,643
2,133.0,ALIANZA COMPROMISO FEDERAL,5,4,144,ELECCIONES GENERALES 25/10/2015,643
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,78,77,144,ELECCIONES GENERALES 25/10/2015,643
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,9,10,144,ELECCIONES GENERALES 25/10/2015,643
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,62,47,144,ELECCIONES GENERALES 25/10/2015,643
6,,VOTOS EN BLANCO,14,34,144,ELECCIONES GENERALES 25/10/2015,643
7,,VOTOS NULOS,0,0,144,ELECCIONES GENERALES 25/10/2015,643
8,,VOTOS RECURRIDOS,0,0,144,ELECCIONES GENERALES 25/10/2015,643
9,,VOTOS IMPUGNADOS,0,0,144,ELECCIONES GENERALES 25/10/2015,643
10,,TOTALES,293,293,144,ELECCIONES GENERALES 25/10/2015,643
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,135,129,145,ELECCIONES GENERALES 25/10/2015,643
1,132.0,ALIANZA PROGRESISTAS,5,5,145,ELECCIONES GENERALES 25/10/2015,643
2,133.0,ALIANZA COMPROMISO FEDERAL,4,4,145,ELECCIONES GENERALES 25/10/2015,643
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,65,61,145,ELECCIONES GENERALES 25/10/2015,643
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,4,8,145,ELECCIONES GENERALES 25/10/2015,643
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,54,47,145,ELECCIONES GENERALES 25/10/2015,643
6,,VOTOS EN BLANCO,21,34,145,ELECCIONES GENERALES 25/10/2015,643
7,,VOTOS NULOS,2,2,145,ELECCIONES GENERALES 25/10/2015,643
8,,VOTOS RECURRIDOS,1,1,145,ELECCIONES GENERALES 25/10/2015,643
9,,VOTOS IMPUGNADOS,0,0,145,ELECCIONES GENERALES 25/10/2015,643
10,,TOTALES,291,291,145,ELECCIONES GENERALES 25/10/2015,643
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,143,143,146,ELECCIONES GENERALES 25/10/2015,643
1,132.0,ALIANZA PROGRESISTAS,3,2,146,ELECCIONES GENERALES 25/10/2015,643
2,133.0,ALIANZA COMPROMISO FEDERAL,3,3,146,ELECCIONES GENERALES 25/10/2015,643
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,65,68,146,ELECCIONES GENERALES 25/10/2015,643
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,19,18,146,ELECCIONES GENERALES 25/10/2015,643
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,55,44,146,ELECCIONES GENERALES 25/10/2015,643
6,,VOTOS EN BLANCO,15,25,146,ELECCIONES GENERALES 25/10/2015,643
7,,VOTOS NULOS,1,1,146,ELECCIONES GENERALES 25/10/2015,643
8,,VOTOS RECURRIDOS,0,0,146,ELECCIONES GENERALES 25/10/2015,643
9,,VOTOS IMPUGNADOS,0,0,146,ELECCIONES GENERALES 25/10/2015,643
10,,TOTALES,304,304,146,ELECCIONES GENERALES 25/10/2015,643
0,131.0,ALIANZA FRENTE PARA LA VICTORIA,132,126,147,ELECCIONES GENERALES 25/10/2015,643
1,132.0,ALIANZA PROGRESISTAS,6,6,147,ELECCIONES GENERALES 25/10/2015,643
2,133.0,ALIANZA COMPROMISO FEDERAL,7,4,147,ELECCIONES GENERALES 25/10/2015,643
3,135.0,ALIANZA CAMBIEMOS BUENOS AIRES,57,58,147,ELECCIONES GENERALES 25/10/2015,643
4,137.0,AZA.FTE.DE IZQUIERDA Y DE LOS TRABAJ.,11,11,147,ELECCIONES GENERALES 25/10/2015,643
5,138.0,AZA.UNA-UNIDOS POR UNA NVA. ALTERNATIVA,60,50,147,ELECCIONES GENERALES 25/10/2015,643
6,,VOTOS EN BLANCO,11,30,147,ELECCIONES GENERALES 25/10/2015,643
